taskpool,user,date,value
taskpoola,adamf,4/13/2017,3.066666667
taskpoola,adamf,4/14/2017,8
taskpoola,adamf,4/15/2017,0
taskpoola,adamf,4/16/2017,0
taskpoola,adamf,4/17/2017,1.25
taskpoola,adamf,4/18/2017,8.35
taskpoola,adamf,4/19/2017,8.5
taskpoola,adamf,4/20/2017,2.266666667
taskpoola,adamf,4/21/2017,1.366666667
taskpoola,adamf,4/22/2017,0
taskpoola,adamf,4/23/2017,0
taskpoola,adamf,4/24/2017,3.033333333
taskpoola,adamf,4/25/2017,0.25
taskpoola,adamf,4/26/2017,1.216666667
taskpoola,adamf,4/27/2017,1.766666667
taskpoola,adamf,4/28/2017,4.116666667
taskpoola,adamf,4/29/2017,0
taskpoola,adamf,4/30/2017,0
taskpoola,adamf,5/1/2017,4.05
taskpoola,adamf,5/2/2017,5.1
taskpoola,adamf,5/3/2017,2.766666667
taskpoola,adamf,5/4/2017,2.666666667
taskpoola,adamf,5/5/2017,3.633333333
taskpoola,adamf,5/6/2017,0
taskpoola,adamf,5/7/2017,0
taskpoola,adamf,5/8/2017,1.266666667
taskpoola,adamf,5/9/2017,8
taskpoola,adamf,5/10/2017,8
taskpoola,adamf,5/11/2017,1.683333333
taskpoola,adamf,5/12/2017,2.866666667
taskpoola,adamf,5/13/2017,0
taskpoola,adamf,5/14/2017,0
taskpoola,adamf,5/15/2017,2.816666667
taskpoola,adamf,5/16/2017,1.833333333
taskpoola,adamf,5/17/2017,3.9
taskpoola,adamf,5/18/2017,2.233333333
taskpoola,adamf,5/19/2017,0.25
taskpoola,adamf,5/20/2017,0
taskpoola,adamf,5/21/2017,0
taskpoola,adamf,5/22/2017,2.766666667
taskpoola,adamf,5/23/2017,0.45
